smiles,rev_smiles
COc1cc(C2c3cc4c(cc3OC(Nc3ccccc3)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)3ccccc3cN(CO3cc(c4cc3c2C(cc1cOC
COC(=O)C1CC(=CN(C)C)C(SC)=N1,1N=)CS(C)C)C(NC=(CC1C)O=(COC
COc1cc(C(c2cccc3ccccc23)N2C(=O)CCC2C(=O)NCc2ccccc2)cc(OC)c1OC,CO1c)CO(cc)2ccccc2cCN)O=(C2CCC)O=(C2N)32ccccc3cccc2c(C(cc1cOC
COc1cc(C2c3cc4c(cc3OC(NNS(=O)(=O)c3ccc(C)cc3)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)3cc)C(ccc3c)O=()O=(SNN(CO3cc(c4cc3c2C(cc1cOC
C(CCCCc1nnc(N2CCOCC2)o1)CCCc1nnc(N2CCOCC2)o1,1o)2CCOCC2N(cnn1cCCC)1o)2CCOCC2N(cnn1cCCCC(C
COC(=O)C1CC(C=O)=C(SC)N1,1N)CS(C=)O=C(CC1C)O=(COC
C(CCCCc1nnc(N2CCCCC2)o1)CCCc1nnc(N2CCCCC2)o1,1o)2CCCCC2N(cnn1cCCC)1o)2CCCCC2N(cnn1cCCCC(C
CCN(CC)c1nnc(CCCCCCCCc2nnc(N(CC)CC)o2)o1,1o)2o)CC)CC(N(cnn2cCCCCCCCC(cnn1c)CC(NCC
Oc1ccc2ccccc2c1NCn1nc(CCCCCCCCc2nn(CNc3c(O)ccc4ccccc34)c(=S)o2)oc1=S,S=1co)2o)S=(c)43ccccc4ccc)O(c3cNC(nn2cCCCCCCCC(cn1nCN1c2ccccc2ccc1cO
Oc1c(NCn2nc(CCCCCCCCc3nn(CNc4ccc5ccccc5c4O)c(=S)o3)oc2=S)ccc2ccccc12,21ccccc2ccc)S=2co)3o)S=(c)O4c5ccccc5ccc4cNC(nn3cCCCCCCCC(cn2nCN(c1cO
COc1ccc(NCn2nc(CCCCCCCCc3nn(CNc4ccc(OC)cc4)c(=S)o3)oc2=S)cc1,1cc)S=2co)3o)S=(c)4cc)CO(ccc4cNC(nn3cCCCCCCCC(cn2nCN(ccc1cOC
S=c1oc(CCCCCCCCc2nn(CNc3ccc(Cl)cc3)c(=S)o2)nn1CNc1ccc(Cl)cc1,1cc)lC(ccc1cNC1nn)2o)S=(c)3cc)lC(ccc3cNC(nn2cCCCCCCCC(co1c=S
COc1cc(C2c3cc4c(cc3OC(NN)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)NN(CO3cc(c4cc3c2C(cc1cOC
COC(=O)C1CC=C(SC(=O)c2ccccc2)N1C(=O)c1ccccc1,1ccccc1c)O=(C1N)2ccccc2c)O=(CS(C=CC1C)O=(COC
COC(=O)c1ccc(OCc2ccc3nc(-c4ccccc4)c(Cl)nc3c2)cc1,1cc)2c3cn)lC(c)4ccccc4c-(cn3ccc2cCO(ccc1c)O=(COC
COc1ccc(Nc2nnc(CCCCCCCCc3nnc(Nc4ccc(OC)cc4)o3)o2)cc1,1cc)2o)3o)4cc)CO(ccc4cN(cnn3cCCCCCCCC(cnn2cN(ccc1cOC
N#CC1=CNc2sccc2S1(=O)=O,O=)O=(1S2cccs2cNC=1CC#N
c1ccc(Nn2c(CCCCCCCCc3nnc(COc4ccccc4)n3Nc3ccccc3)nnc2COc2ccccc2)cc1,1cc)2ccccc2cOC2cnn)3ccccc3cN3n)4ccccc4cOC(cnn3cCCCCCCCC(c2nN(ccc1c
Nc1sccc1S(=O)(=O)c1ccsc1N,N1cscc1c)O=()O=(S1cccs1cN
Cc1oc(N)c(S(=O)(=O)c2cc3ccccc3n(O)c2=N)c1C,C1c)N=2c)O(n3ccccc3cc2c)O=()O=(S(c)N(co1cC
CC(=O)c1sc2c(c1OC(=O)c1cccs1)c(=O)n(-c1ccccc1)c(=S)n2-c1ccccc1,1ccccc1c-2n)S=(c)1ccccc1c-(n)O=(c)1sccc1c)O=(CO1c(c2cs1c)O=(CC
CCOC(=O)C1=C(C#N)S(=O)(=O)c2c(oc(C)c2C)N1,1N)C2c)C(co(c2c)O=()O=(S)N#C(C=1C)O=(COCC
COc1ccc(NC2Oc3cc4c(cc3C(c3cc(OC)c(O)c(OC)c3)C2C)OCO4)cc1,1cc)4OCO)C2C)3c)CO(c)O(c)CO(cc3c(C3cc(c4cc3cO2CN(ccc1cOC
CCN(CC)C1Oc2cc3c(cc2C(c2cc(OC)c(O)c(OC)c2)C1C)OCO3,3OCO)C1C)2c)CO(c)O(c)CO(cc2c(C2cc(c3cc2cO1C)CC(NCC
COc1cc(C2c3cc4c(cc3OC(O)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)O(CO3cc(c4cc3c2C(cc1cOC
Nn1c(CCCCCCCCc2nnc(COc3ccc(Cl)cc3Cl)n2N)nnc1COc1ccc(Cl)cc1Cl,lC1cc)lC(ccc1cOC1cnn)N2n)lC3cc)lC(ccc3cOC(cnn2cCCCCCCCC(c1nN
COc1cc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)3CCCC3N(CO3cc(c4cc3c2C(cc1cOC
CC(C)c1nc2c(Cl)c3ncccc3cc2[nH]c1=O,O=1c]Hn[2cc3ccccn3c)lC(c2cn1c)C(CC
COc1ccc(CN(Cc2ccc(OC)cc2)C(=O)CC2(O)C=CCC2)cc1,1cc)2CCC=C)O(2CC)O=(C)2cc)CO(ccc2cC(NC(ccc1cOC
COc1cc(C2c3cc4c(cc3OC(N3CCCCC3)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)3CCCCC3N(CO3cc(c4cc3c2C(cc1cOC
Cc1c2c(n(Cc3ccccn3)c1C)NN=C(C#N)S2(=O)=O,O=)O=(2S)N#C(C=NN)C1c)3ncccc3cC(n(c2c1cC
N#Cc1ccc(OCc2ccc3nc(-c4ccccc4)c(Cl)nc3c2)cc1,1cc)2c3cn)lC(c)4ccccc4c-(cn3ccc2cCO(ccc1cC#N
Cc1c2c(n(CC(c3ccccc3)c3ccccc3)c1C)NN=C(C#N)S2(=O)=O,O=)O=(2S)N#C(C=NN)C1c)3ccccc3c)3ccccc3c(CC(n(c2c1cC
CCCCn1c(C)c(C)c2c1NN=C(C#N)S2(=O)=O,O=)O=(2S)N#C(C=NN1c2c)C(c)C(c1nCCCC
O=c1[nH]c2cc(C(F)(F)F)ccc2nc1CBr,rBC1cn2ccc)F)F()F(C(cc2c]Hn[1c=O
Clc1ccc(Nc2nnc(CCCCCCCCc3nnc(Nc4ccc(Cl)cc4)o3)o2)cc1,1cc)2o)3o)4cc)lC(ccc4cN(cnn3cCCCCCCCC(cnn2cN(ccc1clC
c1ccc(Nc2nnc(CCCCCCCCc3nnc(Nc4ccccc4)o3)o2)cc1,1cc)2o)3o)4ccccc4cN(cnn3cCCCCCCCC(cnn2cN(ccc1c
Fc1ccc(OCc2ccc3nc(-c4ccccc4)c(Cl)nc3c2)cc1,1cc)2c3cn)lC(c)4ccccc4c-(cn3ccc2cCO(ccc1cF
Cc1c(S(=O)(=O)c2ccccc2)c(N)n(CCN(C)C)c1C,C1c)C)C(NCC(n)N(c)2ccccc2c)O=()O=(S(c1cC
CC(=O)Nc1c(S(=O)(=O)c2ccccc2)c(C)c(C)n1Cc1ccccc1,1ccccc1cC1n)C(c)C(c)2ccccc2c)O=()O=(S(c1cN)O=(CC
Clc1ccc(OCc2nnc(CCCCCCCCc3nnc(COc4ccc(Cl)cc4Cl)n3Nc3ccccc3)n2Nc2ccccc2)c(Cl)c1,1c)lC(c)2ccccc2cN2n)3ccccc3cN3n)lC4cc)lC(ccc4cOC(cnn3cCCCCCCCC(cnn2cCO(ccc1clC
Oc1ccc2ccccc2c1OCc1nnc(CCCCCCCCc2nnc(COc3c(O)ccc4ccccc34)n2Nc2ccccc2)n1Nc1ccccc1,1ccccc1cN1n)2ccccc2cN2n)43ccccc4ccc)O(c3cOC(cnn2cCCCCCCCC(cnn1cCO1c2ccccc2ccc1cO
Oc1c(OCc2nnc(CCCCCCCCc3nnc(COc4ccc5ccccc5c4O)n3Nc3ccccc3)n2Nc2ccccc2)ccc2ccccc12,21ccccc2ccc)2ccccc2cN2n)3ccccc3cN3n)O4c5ccccc5ccc4cOC(cnn3cCCCCCCCC(cnn2cCO(c1cO
C#CCN(Cc1ccc2nc(-c3ccccc3)c(Cl)nc2c1)c1ccc(F)cc1,1cc)F(ccc1c)1c2cn)lC(c)3ccccc3c-(cn2ccc1cC(NCC#C
Clc1ccc(OCc2nnc(CCCCCCCCc3nnc(COc4ccc(Cl)cc4)n3Nc3ccccc3)n2Nc2ccccc2)cc1,1cc)2ccccc2cN2n)3ccccc3cN3n)4cc)lC(ccc4cOC(cnn3cCCCCCCCC(cnn2cCO(ccc1clC
CCOC(=O)c1nc2ccccc2nc1Oc1cc(OC)c(OC)c(OC)c1,1c)CO(c)CO(c)CO(cc1cO1cn2ccccc2cn1c)O=(COCC
Fc1ccc(OCc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1,1cc)2ccccc2c-2cn3ccc)F)F()F(C(cc3cn2cCO(ccc1cF
Cc1c2c(n(CCc3ccc(Cl)cc3)c1C)NN=C(C#N)S2(=O)=O,O=)O=(2S)N#C(C=NN)C1c)3cc)lC(ccc3cCC(n(c2c1cC
Cc1c2c(n(CCc3ccccc3)c1C)NN=C(C#N)S2(=O)=O,O=)O=(2S)N#C(C=NN)C1c)3ccccc3cCC(n(c2c1cC
Cc1c2c(n(CCN(C)C)c1C)NN=C(C#N)S2(=O)=O,O=)O=(2S)N#C(C=NN)C1c)C)C(NCC(n(c2c1cC
COC(=O)C1CCC(=S)N1C(=O)OCc1ccccc1,1ccccc1cCO)O=(C1N)S=(CCC1C)O=(COC
COC(=O)C1C/C(=C/N(C)C)C(=S)N1,1N)S=(C)C)C(N/C=(C/C1C)O=(COC
COc1cc(C2c3c(ccc4ccccc34)C(=O)C3CCC(=O)N32)cc(OC)c1OC,CO1c)CO(cc)23N)O=(CCC3C)O=(C)43ccccc4ccc(c3c2C(cc1cOC
O=[N+]([O-])c1ccc(N/N=C(\c2ccccc2)c2ccccn2)nc1,1cn)2ncccc2c)2ccccc2c\(C=N/N(ccc1c)]-O[(]+N[=O
c1ccc(/C(=N/Nc2cnccn2)c2ncccn2)cc1,1cc)2ncccn2c)2nccnc2cN/N=(C/(ccc1c
N#CC(Cc1ccccc1Br)N(CCC1=CCCCC1)C(c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c(C)1CCCCC=1CCC(N)rB1ccccc1cC(CC#N
COc1ccc2cc(NC(=O)Nn3cnnc3)ccc2c1,1c2ccc)3cnnc3nN)O=(CN(cc2ccc1cOC
O=C(Nc1ccc2ccccc2c1)Nn1cnnc1,1cnnc1nN)1c2ccccc2ccc1cN(C=O
COCN(CCC1=CCCCC1)C(=O)OC,CO)O=(C)1CCCCC=1CCC(NCOC
O=C(Nc1cccc2ccccc12)Nn1cnnc1,1cnnc1nN)21ccccc2cccc1cN(C=O
COC(C)=NCCC1=CCCCC1,1CCCCC=1CCCN=)C(COC
COC(=NCCC1=CCCCC1)OC,CO)1CCCCC=1CCCN=(COC
COc1ccc(/C=C2/SC(c3ccccc3)N(NC(=O)CCCCCCCCC(=O)NN3C(=O)/C(=C\c4ccc(OC)c(OC)c4)SC3c3ccccc3)C2=O)cc1OC,CO1cc)O=2C)3ccccc3c3CS)4c)CO(c)CO(ccc4c\C=(C/)O=(C3NN)O=(CCCCCCCCC)O=(CN(N)3ccccc3c(CS/2C=C/(ccc1cOC
COc1ccc(/C=C2/SC(c3ccc(Cl)cc3)N(NC(=O)CCCCCCCCC(=O)NN3C(=O)/C(=C\c4ccc(OC)c(OC)c4)SC3c3ccc(Cl)cc3)C2=O)cc1OC,CO1cc)O=2C)3cc)lC(ccc3c3CS)4c)CO(c)CO(ccc4c\C=(C/)O=(C3NN)O=(CCCCCCCCC)O=(CN(N)3cc)lC(ccc3c(CS/2C=C/(ccc1cOC
O=C(Nc1ccc([N+](=O)[O-])cc1)Nn1cnnc1,1cnnc1nN)1cc)]-O[)O=(]+N[(ccc1cN(C=O
c1ccc(/C(=N/Nc2ccccn2)c2cccnn2)cc1,1cc)2nnccc2c)2ncccc2cN/N=(C/(ccc1c
COc1ccc(/C=C2/SC(c3c(O)ccc4ccccc34)N(NC(=O)CCCCCCCCC(=O)NN3C(=O)/C(=C\c4ccc(OC)c(OC)c4)SC3c3c(O)ccc4ccccc34)C2=O)cc1OC,CO1cc)O=2C)43ccccc4ccc)O(c3c3CS)4c)CO(c)CO(ccc4c\C=(C/)O=(C3NN)O=(CCCCCCCCC)O=(CN(N)43ccccc4ccc)O(c3c(CS/2C=C/(ccc1cOC
CC(C)Oc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,21]H@@C[CC)O(]H@@C[)C(2]@C[CC2]H@@C[1]H@@C[CC)O1cc(c2cc1cO)C(CC
CCC1C(=O)C[C@H]2[C@@H]3C(O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C21]@C[CC3]H@C[)C(4]@C[CC)O=(CC=4CC)O(C3]H@@C[2]H@C[C)O=(C1CCC
Clc1cc(N/N=C(/c2ccccc2)c2ncccn2)ncn1,1ncn)2ncccn2c)2ccccc2c/(C=N/N(cc1clC
N#CC(Cc1ccccc1)N(CCC1=CCCCC1)C(c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c(C)1CCCCC=1CCC(N)1ccccc1cC(CC#N
O=S(=O)(c1ccccc1)C1CC(c2nc3ccccc3[nH]2)=NO1,1ON=)2]Hn[3ccccc3cn2c(CC1C)1ccccc1c()O=(S=O
CCOC(=O)CNC(=O)C(CSCc1ccc(Br)cc1)NC(=O)CCC(N)C(=O)OCC,CCO)O=(C)N(CCC)O=(CN)1cc)rB(ccc1cCSC(C)O=(CNC)O=(COCC
CN1CC=C(c2c(N)nc(N)[nH]c2=O)CC1,1CC)O=2c]Hn[)N(cn)N(c2c(C=CC1NC
NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Cl)cc1)C(=O)NCC(=O)O)C(=O)O,O)O=(C)O)O=(CCN)O=(C)1cc)lC(ccc1c)O(N)O=(CSC(CN)O=(CCC(CN
NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O,O)O=(C)O)O=(CCN)O=(C)1cc)rB(ccc1c)O(N)O=(CSC(CN)O=(CCC(CN
Nc1nc(N)c(C2=CCNCC2)c(=O)[nH]1,1]Hn[)O=(c)2CCNCC=2C(c)N(cn1cN
CCC1C(=O)C(O)[C@H]2[C@@H]3C(O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C21]@C[CC3]H@C[)C(4]@C[CC)O=(CC=4CC)O(C3]H@@C[2]H@C[)O(C)O=(C1CCC
CCOC(=O)CNC(=O)C(CSC(=O)N(O)c1ccc(Cl)cc1)NC(=O)CCC(N)C(=O)OCC,CCO)O=(C)N(CCC)O=(CN)1cc)lC(ccc1c)O(N)O=(CSC(C)O=(CNC)O=(COCC
CCOC(=O)CNC(=O)C(CSC(=O)N(O)c1ccc(Br)cc1)NC(=O)CCC(N)C(=O)OCC,CCO)O=(C)N(CCC)O=(CN)1cc)rB(ccc1c)O(N)O=(CSC(C)O=(CNC)O=(COCC
CN(C)c1ccc(/C=c2/c3cc(O)ccc3n3c2cc(-c2ccccc2)[n+]3C)cc1,1cc)C3]+n[)2ccccc2c-(cc2c3n3ccc)O(cc3c/2c=C/(ccc1c)C(NC
C[n+]1c(-c2ccccc2)cc2/c(=C\c3ccc([N+](=O)[O-])cc3)c3ccccc3n21,12n3ccccc3c)3cc)]-O[)O=(]+N[(ccc3c\C=(c/2cc)2ccccc2c-(c1]+n[C
C[n+]1c(-c2ccccc2)cc2/c(=C\c3ccccc3)c3ccccc3n21,12n3ccccc3c)3ccccc3c\C=(c/2cc)2ccccc2c-(c1]+n[C
O=C(OCc1c(-c2ccccc2)nn(-c2ccccc2)c1COC(=O)Oc1ccccc1)Oc1ccccc1,1ccccc1cO)1ccccc1cO)O=(COC1c)2ccccc2c-(nn)2ccccc2c-(c1cCO(C=O
N#CC(Cc1ccccc1)N(CCC1=CCCCC1)Cc1ccccc1,1ccccc1cC)1CCCCC=1CCC(N)1ccccc1cC(CC#N
Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,1c2c]+o[)3c)O(c)O(ccc3c-(ccc2c)O(cc1cO
CO[C@](C(=O)OC[C@H]1[C@@H](COC(C)=O)[C@@H]2O[C@H]1c1cc3c(cc12)OCO3)(c1ccccc1)C(F)(F)F,F)F()F(C)1ccccc1c()3OCO)21cc(c3cc1c1]H@C[O2]H@@C[)O=)C(COC(]H@@C[1]H@C[CO)O=(C(]@C[OC
c1ccc(/C(=N/Nc2ccncn2)c2ccccn2)cc1,1cc)2ncccc2c)2ncncc2cN/N=(C/(ccc1c
O=C(CCCCCCCCC(=O)NN1C(=O)/C(=C\c2ccc(O)c(O)c2)SC1c1ccc(Cl)cc1)NN1C(=O)/C(=C\c2ccc(O)c(O)c2)SC1c1ccc(Cl)cc1,1cc)lC(ccc1c1CS)2c)O(c)O(ccc2c\C=(C/)O=(C1NN)1cc)lC(ccc1c1CS)2c)O(c)O(ccc2c\C=(C/)O=(C1NN)O=(CCCCCCCCC(C=O
c1ccc(/C(=N/Nc2ccccn2)c2ncccn2)cc1,1cc)2ncccn2c)2ncccc2cN/N=(C/(ccc1c
O=C1c2sccc2C(=O)c2c(CO)csc21,12csc)OC(c2c)O=(C2cccs2c1C=O
C=Cc1nc2nnc(CCCCCCCCc3nnc4nc(C=C)[nH]n34)n2[nH]1,1]Hn[2n)43n]Hn[)C=C(cn4cnn3cCCCCCCCC(cnn2cn1cC=C
Oc1ccc2ccccc2c1-c1nnc(CCCCCCCCc2nnc(-c3c(O)ccc4ccccc34)o2)o1,1o)2o)43ccccc4ccc)O(c3c-(cnn2cCCCCCCCC(cnn1c-1c2ccccc2ccc1cO
COc1cc(C2c3cc4c(cc3OC(NCCO)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)OCCN(CO3cc(c4cc3c2C(cc1cOC
COc1ccc(-c2nnc(CCCCCCCCc3nnc(-c4ccc(OC)cc4)o3)o2)cc1,1cc)2o)3o)4cc)CO(ccc4c-(cnn3cCCCCCCCC(cnn2c-(ccc1cOC
c1ccc(-c2nnc(CCCCCCCCc3nnc(-c4ccccc4)o3)o2)cc1,1cc)2o)3o)4ccccc4c-(cnn3cCCCCCCCC(cnn2c-(ccc1c
CC(=O)Nc1sc([N+](=O)[O-])cc1S(=O)(=O)c1ccc(Cl)cc1,1cc)lC(ccc1c)O=()O=(S1cc)]-O[)O=(]+N[(cs1cN)O=(CC
CNc1nnc(CCCCCCCCc2nnc(NC)o2)o1,1o)2o)CN(cnn2cCCCCCCCC(cnn1cNC
Cc1c(S(=O)(=O)c2ccccc2)c(N)n(Cc2ccccc2)c1C,C1c)2ccccc2cC(n)N(c)2ccccc2c)O=()O=(S(c1cC
O=C(O)CSc1nnc(CCCCCCCCc2nnc(SCC(=O)O)o2)o1,1o)2o)O)O=(CCS(cnn2cCCCCCCCC(cnn1cSC)O(C=O
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4CC1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,O=3C)O=4C)O)O=(C)C/(C=C/C(2]@@C[O)C()C(C1CC4]H@@C[C=(C21]@C[O)1O2c)C)C(C=CC(c(c3c)O(c2cC=C)C(1]@C[CCC=)C(CC
CCCc1[nH]c2ccccc2c1-c1c(CCC)[nH]c2ccccc12,21ccccc2c]Hn[)CCC(c1c-1c2ccccc2c]Hn[1cCCC
CCOC(=O)CSC1NC(C(=O)OC)CC1OC,CO1CC)CO)O=(C(CN1CSC)O=(COCC
C/C=C1/CC(C(=O)OC)N(C(=O)OCc2ccccc2)C1=S,S=1C)2ccccc2cCO)O=(C(N)CO)O=(C(CC/1C=C/C
COc1cc2c(c(O)c1OC)C(=O)C1CCC(=O)N1C2c1cccc2ccccc12,21ccccc2cccc1c2C1N)O=(CCC1C)O=(C)CO1c)O(c(c2cc1cOC
CC(=O)Nc1sc(Br)cc1S(=O)(=O)c1ccc(Cl)cc1,1cc)lC(ccc1c)O=()O=(S1cc)rB(cs1cN)O=(CC
COc1cc(C2c3cccc4cccc(c34)C3CCC(=O)N32)cc(OC)c1O,O1c)CO(cc)23N)O=(CCC3C)43c(cccc4cccc3c2C(cc1cOC
COc1cc(C2c3c(ccc4ccccc34)C(=O)C3CCC(=O)N32)cc(OC)c1O,O1c)CO(cc)23N)O=(CCC3C)O=(C)43ccccc4ccc(c3c2C(cc1cOC
COc1cc(C2c3cc4c(cc3C(=O)C3CCC(=O)N32)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)23N)O=(CCC3C)O=(C3cc(c4cc3c2C(cc1cOC
c1ccc(/C(=N/Nc2cnc3ccccc3n2)c2ccccn2)cc1,1cc)2ncccc2c)2n3ccccc3cnc2cN/N=(C/(ccc1c
FC(F)(F)c1cnc(N/N=C(/c2ccccc2)c2ccccn2)c(Cl)c1,1c)lC(c)2ncccc2c)2ccccc2c/(C=N/N(cnc1c)F()F(CF
FC(F)(F)c1cc(Cl)cnc1N/N=C(/c1ccccc1)c1ccccn1,1ncccc1c)1ccccc1c/(C=N/N1cnc)lC(cc1c)F()F(CF
C/C(=N\Nc1nc2ccccc2s1)c1cccnn1,1nnccc1c)1s2ccccc2cn1cN\N=(C/C
C/C(=N\Nc1nc2ccccc2s1)c1cnccn1,1nccnc1c)1s2ccccc2cn1cN\N=(C/C
C/C(=N\Nc1nc2ccccc2s1)c1ccncn1,1ncncc1c)1s2ccccc2cn1cN\N=(C/C
COC(=O)CC(=O)Nc1sccc1S(=O)(=O)c1ccccc1,1ccccc1c)O=()O=(S1cccs1cN)O=(CC)O=(COC
COc1cc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)3CCOCC3N(CO3cc(c4cc3c2C(cc1cOC
C/C(=N\Nc1nc2ccccc2s1)c1cc(C)ncn1,1ncn)C(cc1c)1s2ccccc2cn1cN\N=(C/C
COc1cc2c(c(O)c1OC)C(O)C1CCC(=O)N1C2c1cccc2ccccc12,21ccccc2cccc1c2C1N)O=(CCC1C)O(C)CO1c)O(c(c2cc1cOC
O=C(CCCCCCCCC(=O)NN1C(=O)/C(=C\c2ccc(O)c(O)c2)SC1c1c(O)ccc2ccccc12)NN1C(=O)/C(=C\c2ccc(O)c(O)c2)SC1c1c(O)ccc2ccccc12,21ccccc2ccc)O(c1c1CS)2c)O(c)O(ccc2c\C=(C/)O=(C1NN)21ccccc2ccc)O(c1c1CS)2c)O(c)O(ccc2c\C=(C/)O=(C1NN)O=(CCCCCCCCC(C=O
Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(Cc5cnc[nH]5)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(Cc3cnc[nH]3)C(=O)OC2C)c(N)c1=O,O=1c)N(c)C2CO)O=(C)3]Hn[cnc3cC(C)C(N)O=(CC)C(N)O=(C3CCCC3N)O=(C)C)C(C(CN)O=(C2CN)O=(C(c2-cn3c)C4CO)O=(C)5]Hn[cnc5cC(C)C(N)O=(CC)C(N)O=(C5CCCC5N)O=(C)C)C(C(CN)O=(C4CN)O=(C(ccc)C(c3co2c1cC
COc1cc(C2c3cc4c(cc3OC(NN=C(C)C)C2C)OCO4)cc(OC)c1O,O1c)CO(cc)4OCO)C2C)C)C(C=NN(CO3cc(c4cc3c2C(cc1cOC
Cc1nc2nnc(CCCCCCCCc3nnc4nc(C)[nH]n34)n2[nH]1,1]Hn[2n)43n]Hn[)C(cn4cnn3cCCCCCCCC(cnn2cn1cC
COc1cc2c(c(O)c1O)C(=O)C1CCC(=O)N1C2c1cccc2ccccc12,21ccccc2cccc1c2C1N)O=(CCC1C)O=(C)O1c)O(c(c2cc1cOC
COc1cc(C2c3cccc4cccc(c34)C3CCC(=O)N32)cc(O)c1O,O1c)O(cc)23N)O=(CCC3C)43c(cccc4cccc3c2C(cc1cOC
COc1cc2c(c(O)c1OC)CC1CCC(=O)N1C2c1cccc2ccccc12,21ccccc2cccc1c2C1N)O=(CCC1CC)CO1c)O(c(c2cc1cOC
CC1=NN(c2nc(N)nc(CS(C)(=O)=O)n2)C(C)(C)C1,1C)C()C(C)2n)O=)O=()C(SC(cn)N(cn2c(NN=1CC
Cc1cc(OCC(=O)N/N=C/C(Br)=C/c2ccccc2)nc(SCC(=O)N/N=C/C(Br)=C/c2ccccc2)n1,1n)2ccccc2c/C=)rB(C/C=N/N)O=(CCS(cn)2ccccc2c/C=)rB(C/C=N/N)O=(CCO(cc1cC
CC1=NN(c2nc(N)nc(C(C)Cl)n2)C(C)(C)C1,1C)C()C(C)2n)lC)C(C(cn)N(cn2c(NN=1CC
CN1CCC/C1=C1\C(=O)c2cccn2C1=O,O=1C2nccc2c)O=(C\1C=1C/CCC1NC
COc1ccc(S(=O)(=O)NC(CCC(=O)NN)C(=O)NN)cc1,1cc)NN)O=(C)NN)O=(CCC(CN)O=()O=(S(ccc1cOC
CCOC(=O)c1ccc(C(=O)/C(C(=O)OC(C)(C)C)=C2\CCCN2C)n1C,C1n)C2NCCC\2C=)C)C()C(CO)O=(C(C/)O=(C(ccc1c)O=(COCC
CCOC(=O)/C(C(=O)c1ccc[nH]1)=C1/CCCN1C,C1NCCC/1C=)1]Hn[ccc1c)O=(C(C/)O=(COCC
COc1ccc(S(=O)(=O)NC(CCC(=O)NC(N)=O)C(=O)NC(N)=O)cc1,1cc)O=)N(CN)O=(C)O=)N(CN)O=(CCC(CN)O=()O=(S(ccc1cOC
C#CCN(Cc1cc2c(=O)[nH]c(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nn[nH]n2)C(=O)O)c(F)c1,1c)F(c)O)O=(C)2n]Hn[nn2cCC(]H@@C[N)O=(C(ccc1c)C1cc2cn)C(c]Hn[)O=(c2cc1cC(NCC#C
CCOC(=O)c1cc(C2=CCNC2=O)c(-c2cc(C)no2)[nH]1,1]Hn[)2on)C(cc2c-(c)O=2CNCC=2C(cc1c)O=(COCC
C=CCN(c1cc(OC)c2c(c1[N+](=O)[O-])C(C)(SC)C(=O)N2)S(C)(=O)=O,O=)O=()C(S)2N)O=(C)CS()C(C)]-O[)O=(]+N[1c(c2c)CO(cc1c(NCC=C
CN(C)/C(N)=N/C(N)=Nc1cccc(Cl)c1,1c)lC(cccc1cN=)N(C/N=)N(C/)C(NC
O=C(CCN1CCCC1)Nc1ccc2sc3ccccc3c(=O)c2n1,1n2c)O=(c3ccccc3cs2ccc1cN)1CCCC1NCC(C=O
S=c1ncc(-c2cncc(-c3cnc(=S)[nH]c3)n2)c[nH]1,1]Hn[c)2n)3c]Hn[)S=(cnc3c-(ccnc2c-(ccn1c=S
c1cncc(CC2(c3cc4ccccc4[nH]3)OCCO2)c1,1c)2OCCO)3]Hn[4ccccc4cc3c(2CC(ccnc1c
COc1ccc2[nH]c3c(c2c1)CC(=O)N1CCCC(CC3O)C1,1C)O3CC(CCCC1N)O=(CC)1c2c(c3c]Hn[2ccc1cOC
